﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
ID,PARAM,TYPE,YEAR,DD,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM
05OJ005,1,1,2011,17,199,B,211,B,222,B,2140,,2260,,1190,,1230,,881,,341,,206,,175,,121,B
05OJ005,1,1,2011,18,187,B,202,B,219,B,2240,,2190,,1180,,1180,,864,,315,,201,,157,,130,B
05OJ005,1,1,2011,19,177,B,195,B,203,B,2310,,2110,,1160,,1100,,841,,320,,199,,161,B,135,B
05OJ005,1,1,2011,20,190,B,200,B,213,B,2230,,2090,,1140,,1050,,818,,284,,202,,150,B,110,B
05OJ005,1,1,2011,21,183,B,197,B,213,B,2200,,2000,,1080,,1020,,788,,329,,171,,117,B,139,B
05OJ005,1,1,2011,22,193,B,182,B,212,B,2240,,1980,,1060,,1010,,770,,324,,204,,92.8,B,126,B
05OJ005,1,1,2011,23,178,B,193,B,210,B,2320,,1940,,1210,,1030,,728,,302,,170,,110,B,127,B
05OJ005,1,1,2011,24,201,B,192,B,200,B,2360,,1940,,1320,,1020,,715,,306,,204,,150,B,119,B
05OJ005,1,1,2011,25,181,B,192,B,203,B,2310,,1910,,1380,,1050,,717,,300,,187,,163,B,124,B
05OJ005,1,1,2011,26,192,B,185,B,206,B,2360,,1900,,1410,,1080,,659,,307,,184,,150,B,118,B
05OJ005,1,1,2011,27,192,B,190,B,211,B,2420,,1830,,1380,,1080,,664,,288,,203,,160,B,141,B
05OJ005,1,1,2011,28,193,B,201,B,223,B,2520,,1750,,1430,,1090,,635,,273,,171,,146,B,113,B
05OJ005,1,1,2011,29,208,B,,,245,B,2570,,1670,,1420,,1110,,609,,258,,209,,137,B,124,B
05OJ005,1,1,2011,30,196,B,,,280,B,2570,,1630,,1440,,1110,,615,,300,,175,,144,B,118,B
05OJ005,1,1,2011,31,189,B,,,323,B,,,1630,,,,1110,,579,,,,195,,,,109,B
05OJ005,1,1,2012,01,121,B,79.0,B,65.0,B,382,,278,,257,,311,,158,,114,,80.0,,108,,79.8,B
05OJ005,1,1,2012,02,116,B,80.5,B,77.2,B,355,,251,,246,,312,,165,,112,,123,,117,,80.2,B
05OJ005,1,1,2012,03,97.8,B,77.1,B,72.9,B,318,,257,,263,,306,,185,,79.7,,79.0,,96.0,,86.6,B
05OJ005,1,1,2012,04,112,B,74.3,B,64.0,B,311,,289,,252,,311,,184,,85.9,,111,,103,,95.7,B
05OJ005,1,1,2012,05,107,B,70.7,B,60.7,B,277,,281,,262,,281,,213,,80.0,,133,,118,,79.2,B
05OJ005,1,1,2012,06,119,B,83.3,B,72.1,B,284,,298,,277,,295,,154,,90.0,,112,,84.0,,87.6,B
05OJ005,1,1,2012,07,111,B,74.8,B,72.3,B,287,,237,,278,,307,,170,,103,,78.0,,107,,89.2,B
05OJ005,1,1,2012,08,101,B,67.4,B,60.2,B,247,,260,,279,,316,,150,,114,,91.0,,99.0,,90.3,B
05OJ005,1,1,2012,09,96.4,B,84.6,B,65.4,B,253,,289,,296,,326,,161,,114,,94.0,,98.0,,90.7,B
05OJ005,1,1,2012,10,102,B,80.2,B,57.6,B,265,,279,,287,,322,,155,,116,,91.0,,63.0,,79.7,B
05OJ005,1,1,2012,11,115,B,70.7,B,81.8,B,277,,259,,264,,336,,147,,94.0,,101,,85.0,,92.7,B
05OJ005,1,1,2012,12,109,B,66.7,B,94.3,B,269,,280,,285,,325,,150,,81.0,,143,,61.0,,91.4,B
05OJ005,1,1,2012,13,99.1,B,67.1,B,92.7,B,263,,278,,283,,312,,146,,94.0,,94.0,,66.0,,90.3,B
05OJ005,1,1,2012,14,106,B,74.3,B,109,B,235,,281,,258,,317,,150,,95.0,,108,,68.0,,76.7,B
05OJ005,1,1,2012,15,104,B,70.6,B,100,B,204,,274,,246,,347,,142,,115,,124,,49.0,,80.0,B
05OJ005,1,1,2012,16,111,B,74.7,B,115,B,239,,309,,261,,339,,132,,85.0,,110,,69.0,,85.5,B
05OJ005,1,1,2012,17,98.5,B,75.1,B,144,B,240,,301,,254,,345,,131,,85.0,,114,,64.0,,83.6,B
05OJ005,1,1,2012,18,97.3,B,66.3,B,204,B,215,,265,,255,,362,,113,,119,,123,,69.0,,85.5,B
05OJ005,1,1,2012,19,87.5,B,67.8,B,247,B,233,,291,,271,,346,,118,,60.0,,145,,64.0,,83.5,B
05OJ005,1,1,2012,20,90.2,B,65.5,B,447,B,244,,291,,253,,314,,104,,110,,154,,90.0,,77.0,B
05OJ005,1,1,2012,21,90.7,B,77.2,B,574,B,222,,280,,270,,329,,111,,111,,107,,74.0,,76.3,B
05OJ005,1,1,2012,22,96.9,B,69.1,B,589,B,238,,263,,273,,302,,105,,105,,124,,70.0,,81.1,B
05OJ005,1,1,2012,23,88.6,B,66.7,B,577,B,245,,257,,256,,302,,102,,94.0,,124,,90.0,,74.7,B
05OJ005,1,1,2012,24,81.0,B,75.3,B,538,B,273,,251,,278,,302,,96.4,,83.0,,103,,83.0,,73.0,B
05OJ005,1,1,2012,25,73.9,B,68.3,B,524,,269,,237,,293,,290,,115,,80.0,,99.0,,67.0,,64.1,B
